"","LON","LAT","YEAR","MO","DY","HR","T2M","RH2M","PRECTOTCORR"
"6891",2,45,2002,10,15,2,11.44,86.55,0.33
"6892",2,45,2002,10,15,3,11.45,91.48,0.3
"6893",2,45,2002,10,15,4,11.65,93.43,0.25
"6894",2,45,2002,10,15,5,11.89,94.29,0.25
"6895",2,45,2002,10,15,6,12.06,95.22,0.25
"6896",2,45,2002,10,15,7,12.83,93.15,0.2
"6897",2,45,2002,10,15,8,13.84,90.53,0.12
"6898",2,45,2002,10,15,9,15.29,85.54,0.06
"6899",2,45,2002,10,15,10,16.96,76.65,0.02
"6900",2,45,2002,10,15,11,18.08,71.57,0.17
"6901",2,45,2002,10,15,12,18.36,71.61,1.33
"6902",2,45,2002,10,15,13,18.05,74.49,1.75
"6903",2,45,2002,10,15,14,17.32,79.38,1.45
"6904",2,45,2002,10,15,15,16.36,85.27,1.06
"6905",2,45,2002,10,15,16,15.34,91.38,0.67
"6906",2,45,2002,10,15,17,14.33,96.59,0.7
"6907",2,45,2002,10,15,18,13.86,97.72,1.02
"6908",2,45,2002,10,15,19,13.4,98.36,2.15
"6909",2,45,2002,10,15,20,13.22,98.1,3.62
"6910",2,45,2002,10,15,21,13.12,97.57,2.34
"6911",2,45,2002,10,15,22,13.26,96.72,1.19
"6912",2,45,2002,10,15,23,13.63,95.72,0.46
"6913",2,45,2002,10,16,0,13.55,96.16,0.21
"6914",2,45,2002,10,16,1,13.27,95.15,0.23
"6915",2,45,2002,10,16,2,13.19,94.67,0.3
"6916",2,45,2002,10,16,3,12.94,96.39,0.3
"6917",2,45,2002,10,16,4,12.95,96.51,0.26
"6918",2,45,2002,10,16,5,13.16,95.56,0.27
"6919",2,45,2002,10,16,6,13.31,94.72,0.26
"6920",2,45,2002,10,16,7,13.94,93.64,0.26
"6921",2,45,2002,10,16,8,15.02,90.83,0.25
"6922",2,45,2002,10,16,9,16.7,82.31,0.11
"6923",2,45,2002,10,16,10,18.93,68.37,0.35
"6924",2,45,2002,10,16,11,20.27,59.88,1.14
"6925",2,45,2002,10,16,12,20.24,58.29,2.14
"6926",2,45,2002,10,16,13,19.47,60.19,2.21
"6927",2,45,2002,10,16,14,18.54,65.15,1.97
"6928",2,45,2002,10,16,15,17.41,72.18,1.44
"6929",2,45,2002,10,16,16,16.21,79.57,0.85
"6930",2,45,2002,10,16,17,14.37,89.58,0.66
"6931",2,45,2002,10,16,18,13.3,95.25,2.17
"6932",2,45,2002,10,16,19,12.85,97.47,4.23
"6933",2,45,2002,10,16,20,12.77,96.94,8.38
"6934",2,45,2002,10,16,21,12.71,96.29,10.69
"6935",2,45,2002,10,16,22,12.47,96.46,10.79
"6936",2,45,2002,10,16,23,12.11,97.04,10.6
"6937",2,45,2002,10,17,0,11.24,98.53,9.44
"6938",2,45,2002,10,17,1,10.29,99.8,8.02
"6939",2,45,2002,10,17,2,10.13,98.61,12.4
"6940",2,45,2002,10,17,3,10.28,95.43,14.48
"6941",2,45,2002,10,17,4,9.59,95.73,11.95
"6942",2,45,2002,10,17,5,9.18,96.42,11.05
"6943",2,45,2002,10,17,6,9.04,97.21,11.64
"6944",2,45,2002,10,17,7,9.66,96.2,12.32
"6945",2,45,2002,10,17,8,10.3,93.53,15.04
"6946",2,45,2002,10,17,9,10.64,89.44,14
"6947",2,45,2002,10,17,10,10.45,87.71,13.32
"6948",2,45,2002,10,17,11,10.36,85.97,10.75
"6949",2,45,2002,10,17,12,10.85,81.94,7.17
"6950",2,45,2002,10,17,13,11.44,77.57,8.44
"6951",2,45,2002,10,17,14,11.51,74.78,6.72
"6952",2,45,2002,10,17,15,10.86,75.06,4.74
"6953",2,45,2002,10,17,16,9.9,77.7,3.68
"6954",2,45,2002,10,17,17,7.94,84.04,2.69
"6955",2,45,2002,10,17,18,6.56,88.67,2.99
"6956",2,45,2002,10,17,19,6.07,89.98,1.97
"6957",2,45,2002,10,17,20,5.8,91.57,0.95
"6958",2,45,2002,10,17,21,5.87,92.53,1.78
"6959",2,45,2002,10,17,22,6.15,92.74,1.9
"6960",2,45,2002,10,17,23,6.44,93.15,2.41
"6961",2,45,2002,10,18,0,6.67,94.18,3.52
"6962",2,45,2002,10,18,1,6.79,95.09,4.13
"6963",2,45,2002,10,18,2,6.85,96.06,8.35
"6964",2,45,2002,10,18,3,6.88,96.76,10.37
"6965",2,45,2002,10,18,4,7.16,96.6,9.55
"6966",2,45,2002,10,18,5,7.32,97.22,9.36
"6967",2,45,2002,10,18,6,7.4,97.61,14.34
"6968",2,45,2002,10,18,7,7.77,97.25,12.86
"6969",2,45,2002,10,18,8,8.63,95.88,14.17
"6970",2,45,2002,10,18,9,9.57,92.07,15.74
"6971",2,45,2002,10,18,10,10.29,86.04,15.17
"6972",2,45,2002,10,18,11,10.99,80.15,12.35
"6973",2,45,2002,10,18,12,11.66,75.42,12.19
"6974",2,45,2002,10,18,13,11.19,77.69,11.83
"6975",2,45,2002,10,18,14,10.98,80.81,7.49
"6976",2,45,2002,10,18,15,11,81.07,6.13
"6977",2,45,2002,10,18,16,10.19,83.97,4.95
"6978",2,45,2002,10,18,17,8.57,88.7,3.42
"6979",2,45,2002,10,18,18,8.56,88.65,0.43
"6980",2,45,2002,10,18,19,8.38,89.48,0.31
"6981",2,45,2002,10,18,20,8.05,90.96,0.36
"6982",2,45,2002,10,18,21,7.8,93,0.32
"6983",2,45,2002,10,18,22,7.5,95.22,0.33
"6984",2,45,2002,10,18,23,7.22,97.23,0.23
"6985",2,45,2002,10,19,0,6.74,99.74,0.19
"6986",2,45,2002,10,19,1,6.71,99.97,0.2
"6987",2,45,2002,10,19,2,7.07,98.6,0.25
"6988",2,45,2002,10,19,3,7.2,97.89,0.21
"6989",2,45,2002,10,19,4,7.25,97.4,0.25
"6990",2,45,2002,10,19,5,6.58,99.74,0.15
"6991",2,45,2002,10,19,6,5.81,100,0.09
"6992",2,45,2002,10,19,7,7.13,95.59,0.04
"6993",2,45,2002,10,19,8,8.6,86.92,0.02
"6994",2,45,2002,10,19,9,10.28,74.05,0.01
"6995",2,45,2002,10,19,10,11.75,63.8,0
"6996",2,45,2002,10,19,11,13.48,53.12,0
"6997",2,45,2002,10,19,12,14.71,46.24,0
"6998",2,45,2002,10,19,13,15.19,43.37,0
"6999",2,45,2002,10,19,14,14.57,43.81,0
"7000",2,45,2002,10,19,15,14.29,44.6,0
"7001",2,45,2002,10,19,16,12.82,57.55,0
"7002",2,45,2002,10,19,17,10.41,59.39,0
"7003",2,45,2002,10,19,18,8.8,63.98,0
"7004",2,45,2002,10,19,19,7.84,66.22,0
"7005",2,45,2002,10,19,20,7.57,65.36,0
"7006",2,45,2002,10,19,21,7.91,62.98,0
"7007",2,45,2002,10,19,22,8.12,62.92,0
"7008",2,45,2002,10,19,23,8.26,65.84,0
"7009",2,45,2002,10,20,0,8.15,71.15,0
"7010",2,45,2002,10,20,1,7.82,76.98,0
"7011",2,45,2002,10,20,2,7.57,82.58,0
"7012",2,45,2002,10,20,3,7.44,87.48,0.01
"7013",2,45,2002,10,20,4,7.37,90.59,0.01
"7014",2,45,2002,10,20,5,7.37,91.59,0.01
"7015",2,45,2002,10,20,6,7.51,91.42,0.01
"7016",2,45,2002,10,20,7,8.92,86.02,0.01
"7017",2,45,2002,10,20,8,11.97,76,0
"7018",2,45,2002,10,20,9,15.41,66.45,0
"7019",2,45,2002,10,20,10,17.91,58.75,0
"7020",2,45,2002,10,20,11,19.21,54.74,0
"7021",2,45,2002,10,20,12,19.78,53.39,0
"7022",2,45,2002,10,20,13,19.47,54.86,0
"7023",2,45,2002,10,20,14,18.84,57.66,0
"7024",2,45,2002,10,20,15,17.89,63.65,0.01
"7025",2,45,2002,10,20,16,16.49,73.46,0.03
"7026",2,45,2002,10,20,17,14.84,84.12,0.04
"7027",2,45,2002,10,20,18,13.95,90.08,1.22
"7028",2,45,2002,10,20,19,13.55,93.03,1.34
"7029",2,45,2002,10,20,20,13.46,94.46,1.43
"7030",2,45,2002,10,20,21,13.54,94.76,1.72
"7031",2,45,2002,10,20,22,13.68,94.48,5.21
"7032",2,45,2002,10,20,23,13.79,94.56,9.77
"7033",2,45,2002,10,21,0,13.9,94.32,11.16
"7034",2,45,2002,10,21,1,13.9,94.62,9.15
"7035",2,45,2002,10,21,2,13.86,94.59,5.78
"7036",2,45,2002,10,21,3,13.71,94.38,2
"7037",2,45,2002,10,21,4,13.47,94.07,1.8
"7038",2,45,2002,10,21,5,13.38,93.12,2.33
"7039",2,45,2002,10,21,6,13.37,92.86,2.33
"7040",2,45,2002,10,21,7,13.76,92.28,1.68
"7041",2,45,2002,10,21,8,14.87,90.55,1.46
"7042",2,45,2002,10,21,9,16.44,86.34,1.77
"7043",2,45,2002,10,21,10,18.13,79.31,4.67
"7044",2,45,2002,10,21,11,19.72,72.3,9.33
"7045",2,45,2002,10,21,12,19.74,71.11,13.09
"7046",2,45,2002,10,21,13,18.94,75.96,16.96
"7047",2,45,2002,10,21,14,18.44,80.75,20.09
"7048",2,45,2002,10,21,15,17.89,85.26,25.75
"7049",2,45,2002,10,21,16,16.63,92.01,31.35
"7050",2,45,2002,10,21,17,15.69,94.9,26.6
"7051",2,45,2002,10,21,18,14.93,96.05,7.12
"7052",2,45,2002,10,21,19,14.42,96.19,8.4
"7053",2,45,2002,10,21,20,14.16,95.58,7.47
"7054",2,45,2002,10,21,21,13.62,95.71,5.45
"7055",2,45,2002,10,21,22,12.67,96.37,4.4
"7056",2,45,2002,10,21,23,11.9,96.37,3.31
"7057",2,45,2002,10,22,0,11.07,96.39,2.54
"7058",2,45,2002,10,22,1,10.36,96.58,2.19
"7059",2,45,2002,10,22,2,10.33,96.15,2.36
"7060",2,45,2002,10,22,3,10.7,95.69,2.11
"7061",2,45,2002,10,22,4,10.65,96.14,1.99
"7062",2,45,2002,10,22,5,10.64,96.44,1.69
"7063",2,45,2002,10,22,6,10.61,96.4,0.92
"7064",2,45,2002,10,22,7,11.29,95.01,0.29
"7065",2,45,2002,10,22,8,12.47,92.41,0.19
"7066",2,45,2002,10,22,9,13.93,87.53,0.58
"7067",2,45,2002,10,22,10,15.08,77.82,1.38
"7068",2,45,2002,10,22,11,15.43,73.23,1.73
"7069",2,45,2002,10,22,12,16.4,66.09,2.4
"7070",2,45,2002,10,22,13,18.01,57.51,3.22
"7071",2,45,2002,10,22,14,18.12,56.37,4.04
"7072",2,45,2002,10,22,15,16.65,62.85,3.1
"7073",2,45,2002,10,22,16,15.57,67.54,2.07
"7074",2,45,2002,10,22,17,14.27,72.26,1.88
"7075",2,45,2002,10,22,18,13.56,76.11,2.26
"7076",2,45,2002,10,22,19,13.01,80.87,1.7
"7077",2,45,2002,10,22,20,12.19,87.01,2.07
"7078",2,45,2002,10,22,21,11.54,92.1,2.89
"7079",2,45,2002,10,22,22,11.14,95.3,3.25
"7080",2,45,2002,10,22,23,11.08,96.18,4.67
"7081",2,45,2002,10,23,0,11.08,96.45,5.32
"7082",2,45,2002,10,23,1,11.03,96.91,7.18
"7083",2,45,2002,10,23,2,10.97,97.07,8.6
"7084",2,45,2002,10,23,3,10.95,96.98,11.21
"7085",2,45,2002,10,23,4,10.74,97.43,10.55
"7086",2,45,2002,10,23,5,10.48,97.48,9.36
"7087",2,45,2002,10,23,6,10.21,97.6,6.15
"7088",2,45,2002,10,23,7,10.37,96.9,4.31
"7089",2,45,2002,10,23,8,11.04,93.47,4.25
"7090",2,45,2002,10,23,9,11.5,86.11,3.92
"7091",2,45,2002,10,23,10,11.9,78.53,3.9
"7092",2,45,2002,10,23,11,12.36,72.48,3.3
"7093",2,45,2002,10,23,12,12.6,69.16,3.07
"7094",2,45,2002,10,23,13,12.72,66.76,3.64
"7095",2,45,2002,10,23,14,12.74,64.93,2.63
"7096",2,45,2002,10,23,15,12.23,65.66,1.27
"7097",2,45,2002,10,23,16,10.93,71.48,0.96
"7098",2,45,2002,10,23,17,8.98,81.53,1.1
"7099",2,45,2002,10,23,18,8.88,82.02,0.6
"7100",2,45,2002,10,23,19,8.56,85.13,0.43
"7101",2,45,2002,10,23,20,7.69,91.4,0.25
"7102",2,45,2002,10,23,21,7.15,95.64,0.21
"7103",2,45,2002,10,23,22,7,96.94,0.2
"7104",2,45,2002,10,23,23,7.05,96.28,0.1
"7105",2,45,2002,10,24,0,7.08,95.93,0.18
"7106",2,45,2002,10,24,1,6.76,97.88,0.26
"7107",2,45,2002,10,24,2,6.44,99.69,0.17
"7108",2,45,2002,10,24,3,6.42,99.97,0.24
"7109",2,45,2002,10,24,4,6.85,97.97,0.29
"7110",2,45,2002,10,24,5,6.94,97.02,0.29
"7111",2,45,2002,10,24,6,6.87,96.83,0.21
"7112",2,45,2002,10,24,7,7.18,95.54,0.2
"7113",2,45,2002,10,24,8,8.06,92.96,0.2
"7114",2,45,2002,10,24,9,9.43,87.58,0.17
"7115",2,45,2002,10,24,10,10.57,81.47,0.19
"7116",2,45,2002,10,24,11,11.42,76.27,0.15
"7117",2,45,2002,10,24,12,12.26,71.56,0.29
"7118",2,45,2002,10,24,13,12.67,70.25,0.88
"7119",2,45,2002,10,24,14,12.39,73.89,1.58
"7120",2,45,2002,10,24,15,11.69,79.04,2.1
"7121",2,45,2002,10,24,16,11.04,83.68,4.08
"7122",2,45,2002,10,24,17,10.58,87.88,6.1
"7123",2,45,2002,10,24,18,10.41,90.38,5.11
"7124",2,45,2002,10,24,19,10.63,91.47,3.62
"7125",2,45,2002,10,24,20,10.76,93.68,4.19
"7126",2,45,2002,10,24,21,10.73,95.68,4.29
"7127",2,45,2002,10,24,22,10.74,96.8,4.47
"7128",2,45,2002,10,24,23,10.86,97.44,4.45
"7129",2,45,2002,10,25,0,11,97.7,3.95
"7130",2,45,2002,10,25,1,11,98.17,3.82
"7131",2,45,2002,10,25,2,11.05,98.18,4.48
"7132",2,45,2002,10,25,3,10.99,98.33,4.45
"7133",2,45,2002,10,25,4,10.76,98.64,3.57
"7134",2,45,2002,10,25,5,10.78,98.36,4.31
"7135",2,45,2002,10,25,6,10.8,97.85,6.41
"7136",2,45,2002,10,25,7,10.95,97.48,8.22
"7137",2,45,2002,10,25,8,11.64,96.39,7.84
"7138",2,45,2002,10,25,9,12.63,94.92,7.55
"7139",2,45,2002,10,25,10,13.61,91.9,8.56
"7140",2,45,2002,10,25,11,14.6,88.77,9.21
"7141",2,45,2002,10,25,12,15.21,87.66,11.19
"7142",2,45,2002,10,25,13,15.64,88.48,10.73
"7143",2,45,2002,10,25,14,15.99,89.07,7.85
"7144",2,45,2002,10,25,15,15.97,89.64,6.55
"7145",2,45,2002,10,25,16,15.29,92.26,9.07
"7146",2,45,2002,10,25,17,14.66,94.33,11.68
"7147",2,45,2002,10,25,18,14.2,95.56,7.03
"7148",2,45,2002,10,25,19,13.77,96.69,6.77
"7149",2,45,2002,10,25,20,13.44,97.36,6.25
"7150",2,45,2002,10,25,21,13.27,97.48,5.63
"7151",2,45,2002,10,25,22,13.25,97.45,4.74
"7152",2,45,2002,10,25,23,13.09,97.92,2.48
"7153",2,45,2002,10,26,0,12.85,98.28,1.5
"7154",2,45,2002,10,26,1,12.43,98.61,0.94
"7155",2,45,2002,10,26,2,11.91,99.08,0.66
"7156",2,45,2002,10,26,3,11.52,98.96,0.51
"7157",2,45,2002,10,26,4,11.11,98.81,0.31
"7158",2,45,2002,10,26,5,10.58,98.52,0.18
"7159",2,45,2002,10,26,6,9.69,98.33,0.09
"7160",2,45,2002,10,26,7,10.59,95.71,0.06
"7161",2,45,2002,10,26,8,11.48,90.51,0.03
"7162",2,45,2002,10,26,9,12.34,84.9,0.02
"7163",2,45,2002,10,26,10,13.56,77.2,0.01
"7164",2,45,2002,10,26,11,14.68,72.34,0.02
"7165",2,45,2002,10,26,12,15.39,70.85,0.03
"7166",2,45,2002,10,26,13,16.23,69.65,0.08
"7167",2,45,2002,10,26,14,16.27,70.72,0.12
"7168",2,45,2002,10,26,15,15.79,73.79,0.11
"7169",2,45,2002,10,26,16,14.52,83.94,0.05
"7170",2,45,2002,10,26,17,13,88.43,0.03
"7171",2,45,2002,10,26,18,11.85,94.5,0.02
"7172",2,45,2002,10,26,19,10.66,100,0.01
"7173",2,45,2002,10,26,20,10.22,100,0.01
"7174",2,45,2002,10,26,21,10.13,100,0.01
"7175",2,45,2002,10,26,22,10.22,100,0
"7176",2,45,2002,10,26,23,10.17,100,0.01
"7177",2,45,2002,10,27,0,9.99,100,0.04
"7178",2,45,2002,10,27,1,9.8,100,0.1
"7179",2,45,2002,10,27,2,9.8,100,0.22
"7180",2,45,2002,10,27,3,9.92,100,0.39
"7181",2,45,2002,10,27,4,9.93,100,0.67
"7182",2,45,2002,10,27,5,9.79,100,0.87
"7183",2,45,2002,10,27,6,9.6,100,0.92
"7184",2,45,2002,10,27,7,10.98,96.92,0.85
"7185",2,45,2002,10,27,8,12.72,90.51,0.72
"7186",2,45,2002,10,27,9,14.24,84.83,1.93
"7187",2,45,2002,10,27,10,15.02,84.7,6.03
"7188",2,45,2002,10,27,11,15.4,85.16,7.35
"7189",2,45,2002,10,27,12,15.37,83.49,4.56
"7190",2,45,2002,10,27,13,15.71,77.2,2.49
"7191",2,45,2002,10,27,14,15.63,70.99,1.23
"7192",2,45,2002,10,27,15,14.62,68.11,0.34
"7193",2,45,2002,10,27,16,12.89,69.98,0.13
"7194",2,45,2002,10,27,17,9.85,80.9,0.1
"7195",2,45,2002,10,27,18,8.16,87.58,0
"7196",2,45,2002,10,27,19,6.99,92.59,0
"7197",2,45,2002,10,27,20,6.09,97.23,0
"7198",2,45,2002,10,27,21,5.36,100,0
"7199",2,45,2002,10,27,22,4.74,100,0
"7200",2,45,2002,10,27,23,4.4,100,0
"7201",2,45,2002,10,28,0,4.39,100,0.07
"7202",2,45,2002,10,28,1,4.44,100,0.07
"7203",2,45,2002,10,28,2,4.74,100,0.07
"7204",2,45,2002,10,28,3,4.84,98.19,0.01
"7205",2,45,2002,10,28,4,4.7,96.19,0.01
"7206",2,45,2002,10,28,5,4.3,97.01,0.01
"7207",2,45,2002,10,28,6,3.94,96.75,0.01
"7208",2,45,2002,10,28,7,4.45,91.84,0
"7209",2,45,2002,10,28,8,6.63,78.27,0
"7210",2,45,2002,10,28,9,9.73,60.23,0
"7211",2,45,2002,10,28,10,12.36,47.26,0
"7212",2,45,2002,10,28,11,14.3,39.98,0
"7213",2,45,2002,10,28,12,15.56,36.48,0
"7214",2,45,2002,10,28,13,16.21,33.95,0
"7215",2,45,2002,10,28,14,16.11,33.38,0
"7216",2,45,2002,10,28,15,14.94,38.73,0
"7217",2,45,2002,10,28,16,11.16,55.59,0
"7218",2,45,2002,10,28,17,8.29,59.94,0
"7219",2,45,2002,10,28,18,8.08,58.17,0
"7220",2,45,2002,10,28,19,7.34,59.32,0
"7221",2,45,2002,10,28,20,6.38,60.9,0
"7222",2,45,2002,10,28,21,5.96,57.99,0
"7223",2,45,2002,10,28,22,5.88,52.55,0
"7224",2,45,2002,10,28,23,5.8,47.4,0
"7225",2,45,2002,10,29,0,5.76,44.11,0
"7226",2,45,2002,10,29,1,5.76,42.55,0
"7227",2,45,2002,10,29,2,5.74,42.08,0
"7228",2,45,2002,10,29,3,5.69,42.21,0
"7229",2,45,2002,10,29,4,5.72,42.1,0
"7230",2,45,2002,10,29,5,5.79,41.55,0
"7231",2,45,2002,10,29,6,5.83,41.93,0
"7232",2,45,2002,10,29,7,7.96,39.28,0
"7233",2,45,2002,10,29,8,11.77,34.03,0
"7234",2,45,2002,10,29,9,14.33,33.93,0
"7235",2,45,2002,10,29,10,16.93,34.93,0
"7236",2,45,2002,10,29,11,18.7,37.86,0
"7237",2,45,2002,10,29,12,19.7,39.54,0
"7238",2,45,2002,10,29,13,20.18,40.66,0
"7239",2,45,2002,10,29,14,19.91,42.92,0
"7240",2,45,2002,10,29,15,18.59,51.43,0
"7241",2,45,2002,10,29,16,14.76,66.24,0
"7242",2,45,2002,10,29,17,12.29,73.58,0
"7243",2,45,2002,10,29,18,11.73,78.49,0
"7244",2,45,2002,10,29,19,10.95,86.31,0
"7245",2,45,2002,10,29,20,10.21,93.15,0.01
"7246",2,45,2002,10,29,21,9.68,95.35,0.02
"7247",2,45,2002,10,29,22,8.91,98.11,0.02
"7248",2,45,2002,10,29,23,8.58,97.53,0.03
"7249",2,45,2002,10,30,0,8.43,97.5,0.03
"7250",2,45,2002,10,30,1,8.35,98.55,0.03
"7251",2,45,2002,10,30,2,8.61,98.98,0.04
"7252",2,45,2002,10,30,3,8.87,100,0.05
"7253",2,45,2002,10,30,4,8.87,100,0.09
"7254",2,45,2002,10,30,5,8.73,100,0.11
"7255",2,45,2002,10,30,6,8.93,100,0.13
"7256",2,45,2002,10,30,7,9.98,97.13,0.13
"7257",2,45,2002,10,30,8,12.13,90.87,0.04
"7258",2,45,2002,10,30,9,15.03,81.54,0.02
"7259",2,45,2002,10,30,10,17.21,72.57,0.01
"7260",2,45,2002,10,30,11,18.61,65.41,0
"7261",2,45,2002,10,30,12,19.33,61.47,0.02
"7262",2,45,2002,10,30,13,19.27,60.59,0.07
"7263",2,45,2002,10,30,14,18.57,62.28,0.2
"7264",2,45,2002,10,30,15,17.25,73.59,0.12
"7265",2,45,2002,10,30,16,16.08,76.4,0.23
"7266",2,45,2002,10,30,17,15.31,77.08,0.5
"7267",2,45,2002,10,30,18,14.32,83.39,7.75
"7268",2,45,2002,10,30,19,13.47,89.13,8.67
"7269",2,45,2002,10,30,20,13.19,92.73,12.74
"7270",2,45,2002,10,30,21,13,95.24,19.15
"7271",2,45,2002,10,30,22,12.59,97.12,27.46
"7272",2,45,2002,10,30,23,11.82,98.22,34.18
"7273",2,45,2002,10,31,0,11.03,98.29,33.77
"7274",2,45,2002,10,31,1,10.42,98.41,23.45
"7275",2,45,2002,10,31,2,10.39,97.78,13.66
"7276",2,45,2002,10,31,3,10.55,96.63,8.8
"7277",2,45,2002,10,31,4,10.52,95.86,5.19
"7278",2,45,2002,10,31,5,10.24,95.94,3.55
"7279",2,45,2002,10,31,6,9.83,96.34,3.54
"7280",2,45,2002,10,31,7,10.22,96.76,3.49
"7281",2,45,2002,10,31,8,12.08,92.36,3.43
"7282",2,45,2002,10,31,9,13.5,86.99,1.76
"7283",2,45,2002,10,31,10,14.6,82.42,2.28
"7284",2,45,2002,10,31,11,15.51,77.64,2.24
"7285",2,45,2002,10,31,12,16.01,74.67,2.26
"7286",2,45,2002,10,31,13,16.12,73.72,3.21
"7287",2,45,2002,10,31,14,15.77,75.16,1.67
"7288",2,45,2002,10,31,15,15.14,78.83,0.83
"7289",2,45,2002,10,31,16,13.63,88.25,0.75
"7290",2,45,2002,10,31,17,12,94.93,0.91
"7291",2,45,2002,10,31,18,11.03,97.84,0.25
"7292",2,45,2002,10,31,19,10.03,100,0.12
"7293",2,45,2002,10,31,20,9.27,100,0.14
"7294",2,45,2002,10,31,21,8.85,100,0.06
"7295",2,45,2002,10,31,22,8.38,100,0.03
"7296",2,45,2002,10,31,23,7.89,100,0.03
"7297",2,45,2002,11,1,0,7.54,100,0.03
"7298",2,45,2002,11,1,1,7.32,100,0.02
"7299",2,45,2002,11,1,2,7.27,100,0.03
"7300",2,45,2002,11,1,3,7.34,100,0.06
"7301",2,45,2002,11,1,4,7.27,100,0.29
"7302",2,45,2002,11,1,5,7.25,100,0.54
"7303",2,45,2002,11,1,6,7.18,99.45,0.48
"7304",2,45,2002,11,1,7,7.8,96.23,0.32
"7305",2,45,2002,11,1,8,9.36,90.3,0.14
"7306",2,45,2002,11,1,9,11.59,81.23,0.03
"7307",2,45,2002,11,1,10,13.92,71.07,0.02
"7308",2,45,2002,11,1,11,15.67,63.45,0.02
"7309",2,45,2002,11,1,12,16.36,61.17,0.02
"7310",2,45,2002,11,1,13,16.23,63.19,0.03
"7311",2,45,2002,11,1,14,15.74,66.95,0.03
"7312",2,45,2002,11,1,15,14.94,71.94,0.03
"7313",2,45,2002,11,1,16,12.32,86.72,0.02
"7314",2,45,2002,11,1,17,9.99,98.42,0.02
"7315",2,45,2002,11,1,18,9.42,100,0.01
"7316",2,45,2002,11,1,19,10.19,98.58,0.01
"7317",2,45,2002,11,1,20,9.89,100,0.01
"7318",2,45,2002,11,1,21,9.71,100,0.03
"7319",2,45,2002,11,1,22,9.64,100,0.11
"7320",2,45,2002,11,1,23,9.83,100,0.27
"7321",2,45,2002,11,2,0,9.86,100,0.28
"7322",2,45,2002,11,2,1,9.83,99.55,0.28
"7323",2,45,2002,11,2,2,9.87,98.72,0.27
"7324",2,45,2002,11,2,3,9.79,98.18,0.23
"7325",2,45,2002,11,2,4,9.7,97.59,0.19
"7326",2,45,2002,11,2,5,9.56,97.32,0.16
"7327",2,45,2002,11,2,6,9.1,98.63,0.2
"7328",2,45,2002,11,2,7,9.59,95.58,0.28
"7329",2,45,2002,11,2,8,10.42,92.76,0.31
"7330",2,45,2002,11,2,9,11.85,88.69,0.24
"7331",2,45,2002,11,2,10,13.37,85,0.15
"7332",2,45,2002,11,2,11,14.69,81.34,0.18
"7333",2,45,2002,11,2,12,15.59,78.73,0.16
"7334",2,45,2002,11,2,13,16.13,77.53,0.11
"7335",2,45,2002,11,2,14,16.21,78.1,0.06
"7336",2,45,2002,11,2,15,15.96,83.07,0.03
"7337",2,45,2002,11,2,16,14.86,87.12,0.04
"7338",2,45,2002,11,2,17,14.02,89.08,0.05
"7339",2,45,2002,11,2,18,13.5,92.04,0.15
"7340",2,45,2002,11,2,19,13.11,94.51,0.39
"7341",2,45,2002,11,2,20,12.75,96.74,0.78
"7342",2,45,2002,11,2,21,12.36,98.59,1.29
"7343",2,45,2002,11,2,22,12.43,98.11,3.38
"7344",2,45,2002,11,2,23,12.62,97.38,6.72
"7345",2,45,2002,11,3,0,12.58,97.27,10.24
"7346",2,45,2002,11,3,1,12.46,97.35,10.84
"7347",2,45,2002,11,3,2,12.36,97.61,11.25
"7348",2,45,2002,11,3,3,12.25,97.84,13.1
"7349",2,45,2002,11,3,4,12.26,97.75,14.59
"7350",2,45,2002,11,3,5,12.64,97.66,13.02
"7351",2,45,2002,11,3,6,12.64,98.11,12.55
"7352",2,45,2002,11,3,7,12.86,98.02,13.16
"7353",2,45,2002,11,3,8,13.45,96.39,10.7
"7354",2,45,2002,11,3,9,13.18,93.08,4.85
"7355",2,45,2002,11,3,10,13.04,87.01,1.38
"7356",2,45,2002,11,3,11,13.18,77.27,0.82
"7357",2,45,2002,11,3,12,13.27,70.52,0.73
"7358",2,45,2002,11,3,13,13.22,69.83,1.16
"7359",2,45,2002,11,3,14,12.7,73.42,1.88
"7360",2,45,2002,11,3,15,12.03,79.49,2.08
"7361",2,45,2002,11,3,16,11.06,87.36,3.29
"7362",2,45,2002,11,3,17,10.48,91.8,6.41
"7363",2,45,2002,11,3,18,10.05,94.99,4.37
"7364",2,45,2002,11,3,19,9.26,98.72,2.3
"7365",2,45,2002,11,3,20,8.71,100,1.26
"7366",2,45,2002,11,3,21,8.51,99.73,1.5
"7367",2,45,2002,11,3,22,8.2,99.6,1.76
"7368",2,45,2002,11,3,23,7.88,99.61,2.37
"7369",2,45,2002,11,4,0,7.63,99.38,2.61
"7370",2,45,2002,11,4,1,7.51,99,2.49
"7371",2,45,2002,11,4,2,7.38,98.68,2.24
"7372",2,45,2002,11,4,3,7.21,98.6,2.03
"7373",2,45,2002,11,4,4,7.07,98.49,1.27
"7374",2,45,2002,11,4,5,6.98,98.35,1.01
"7375",2,45,2002,11,4,6,6.98,98.24,0.96
"7376",2,45,2002,11,4,7,7.11,97.89,1.06
"7377",2,45,2002,11,4,8,7.65,96.61,1.4
"7378",2,45,2002,11,4,9,8.36,93.75,1.19
"7379",2,45,2002,11,4,10,9.08,89.01,1.08
