Site,Variety,Date,Year,Doy,GrowingSeason,DaysAfterSowing,Tmax,Tmin,RHmax,RHmin,LW,Prec,Rad,GrowingDegreeDays,PhenoCode,CyclePercentage,LightInterception,LightInterceptionRef,AGBattainable,AGBRef,YieldAttainable,YieldRef,HTtimeR,HTtimeS,Susceptible,Latent,Sporulating,Dead,Affected,DiseaseSeverity,DiseaseSeverityRef,LightIntHealthy,AGBactual,YieldActual,YieldActualRef,LightStealers,SenAccelerator,RUEReducers,AssimilateSappers
39.2489257812503_12.7061385542056,Generic,7/2/2008,2008,184,2008,3,27.75,16.17,88.804405,43.8006,0,0.8000001,30.523994,62.43471,1,1.997239,0.0006646756,,0.7290919,,0,,0,0.52484375,1,0,0,0,0,0,,0.0006646756,0.7290919,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/3/2008,2008,185,2008,4,27.54,16.13,89.453865,44.552002,0,1.46,30.374386,83.219864,1,2.6621404,0.00081169343,,1.088755,,0,,0,0.8775772,1,0,0,0,0,0,,0.00081169343,1.088755,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/4/2008,2008,186,2008,5,26.59,16.83,94.488434,52.024883,5,0.63,28.845425,103.937874,1,3.324894,0.000990558,,1.5042329,,0,,0,1.219317,1,0,0,0,0,0,,0.000990558,1.5042329,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/5/2008,2008,187,2008,6,26,17.17,97.37259,56.722538,5,2.98,27.92693,124.5854,1,3.9853926,0.0012079708,,1.9930999,,0,,0,1.585604,1,0,0,0,0,0,,0.0012079708,1.9930999,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/6/2008,2008,188,2008,7,25.4,17.26,99.64084,60.48995,7,1.14,27.214207,145.07903,1,4.640968,0.0014708563,,2.5688415,,0,,0,1.9871864,1,0,0,0,0,0,,0.0014708563,2.5688415,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/7/2008,2008,189,2008,8,25.27,16.51,98.18435,57.277603,7,3.3899999,27.859972,165.27608,1,5.2870564,0.001785756,,3.2740765,,0,,0,2.3934538,1,0,0,0,0,0,,0.001785756,3.2740765,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/8/2008,2008,190,2008,9,25.12,15.56,96.28934,53.34028,5,6.06,28.66018,185.04996,1,5.9196076,0.002159138,,4.1328807,,0,,0,2.8653965,1,0,0,0,0,0,,0.002159138,4.1328807,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/9/2008,2008,191,2008,10,22.97,15.050001,100,61.993217,7,0.40000004,26.986797,203.58273,1,6.512457,0.0025794832,,5.038337,,0,,0,3.292428,1,0,0,0,0,0,,0.0025794832,5.038337,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/10/2008,2008,192,2008,11,24.69,14.9,96.00995,52.30195,5,3.75,28.888866,222.88342,1,7.129872,0.0031041855,,6.253107,,0,,0.57350725,3.8659353,1,0,0,0,0,0,,0.0031041855,6.253107,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/11/2008,2008,193,2008,12,25.119999,15.339999,95.73799,52.29172,24,13.51,28.882214,242.56598,1,7.759502,0.0037489187,,7.748864,,0,,0.8146774,4.6806126,1,0,0,0,0,0,,0.0037489187,7.748864,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/12/2008,2008,194,2008,13,21.66,15.71,100,73.7833,24,12.779999,24.730373,260.7534,1,8.341303,0.004462589,,9.157606,,0,,0.91276616,5.5933785,1,0,0,0,0,0,,0.004462589,9.157606,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/13/2008,2008,195,2008,14,18.92,14.640001,100,84.45548,17,2.87,22.49544,276.64508,1,8.849667,0.0051959697,,10.461297,,0,,0,5.6957526,1,0,0,0,0,0,,0.0051959697,10.461297,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/14/2008,2008,196,2008,15,26.73,13.850001,86.78622,39.139557,0,2.77,31.680237,296.37772,1,9.480898,0.006275428,,13.214638,,0,,0,6.0833325,1,0,0,0,0,0,,0.006275428,13.214638,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/15/2008,2008,197,2008,16,25.3,14.560001,93.21241,47.902233,3,6.88,29.800968,315.80038,1,10.102215,0.007555049,,16.2838,,0,,0,6.4591155,1,0,0,0,0,0,,0.007555049,16.2838,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/16/2008,2008,198,2008,17,25.56,15.06,93.606346,48.918736,3,4.39,29.582066,335.54956,1,10.733975,0.009121551,,20.023954,,0,,0,6.912684,1,0,0,0,0,0,,0.009121551,20.023954,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/17/2008,2008,199,2008,18,24.15,15.370001,98.89499,57.351387,7,2.68,27.909832,354.8181,1,11.350362,0.010959028,,24.160345,,0,,0,7.363138,1,0,0,0,0,0,,0.010959028,24.160345,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/18/2008,2008,200,2008,19,23.86,15.53,100,59.740128,7,5.53,27.448076,374.02646,1,11.964823,0.0131542105,,29.02789,,0,,0,7.7430677,1,0,0,0,0,0,,0.0131542105,29.02789,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/19/2008,2008,201,2008,20,25.94,14.800001,91.71367,46.08377,3,3.56,30.181269,393.82486,1,12.598159,0.015870515,,35.683712,,0,,0,8.184072,1,0,0,0,0,0,,0.015870515,35.683712,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/20/2008,2008,202,2008,21,24.24,15.72,99.50696,58.697712,7,4.72,27.652493,413.29193,1,13.220896,0.019077104,,42.89131,,0,,0,8.618399,1,0,0,0,0,0,,0.019077104,42.89131,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/21/2008,2008,203,2008,22,24.099998,15.929999,100,60.581608,7,6.3200006,27.289272,432.78983,1,13.844618,0.022923132,,51.451767,,0,,0,9.049908,1,0,0,0,0,0,,0.022923132,51.451767,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/22/2008,2008,204,2008,23,24.79,14.700001,95.191025,50.886623,5,5.62,29.217163,452.04456,1,14.460562,0.027460236,,62.2941,,0,,0,9.490477,0.9519441,0.048055872,0,0,0.048055872,0,,0.027460236,62.2941,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/23/2008,2008,205,2008,24,24.54,14.349999,95.09754,50.448196,5,2.02,29.31554,471.0149,1,15.067409,0.032778285,,75.088,,0,,0,9.967133,0.91303384,0.086966164,0,0,0.086966164,0,,0.032778285,75.088,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/24/2008,2008,206,2008,25,23.75,14.68,98.35918,55.890568,7,5.65,28.22624,489.7575,1,15.66697,0.039002657,,89.569725,,0,,0.680945,10.648078,0.8784453,0.12155467,0,0,0.12155467,0,,0.039002657,89.569725,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/25/2008,2008,207,2008,26,23.64,14.790001,98.972466,57.015865,24,16.42,28.006771,508.50012,1,16.266533,0.046352357,,106.64658,,0,,1,11.648078,0.8311025,0.16889754,0,0,0.16889754,0,,0.046352357,106.64658,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/26/2008,2008,208,2008,27,19.98,14.380001,100,75.59135,24,22.15,24.326023,524.90784,1,16.791403,0.053851664,,121.732155,,0,,0.5239923,12.1720705,0.7620655,0.23793454,0,0,0.23793454,0,,0.053851664,121.732155,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/27/2008,2008,209,2008,28,22.42,14.65,100,62.792725,9,1.95,26.877396,542.9308,1,17.367945,0.06340132,,143.28748,,0,,0,12.611794,0.753433,0.24656698,0,0,0.24656698,0,,0.06340132,143.28748,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/28/2008,2008,210,2008,29,23.76,14.54,97.971275,55.13602,5,5.37,28.38736,561.60754,1,17.965399,0.07494601,,171.17552,,0,,0,13.081946,0.75451803,0.24548195,0,0,0.24548195,0,,0.07494601,171.17552,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/29/2008,2008,211,2008,30,23.7,14.94,99.17599,57.479946,7,7.09,27.92503,580.45514,1,18.56832,0.088527,,203.87709,,0,,0.5654459,13.647392,0.7526715,0.2473285,0,0,0.2473285,0,,0.088527,203.87709,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/30/2008,2008,212,2008,31,22.09,15.68,100,70.8866,11,10.12,25.33505,598.8569,1,19.156977,0.10389154,,237.87125,,0,,0.5913888,14.238781,0.7418517,0.2581483,0,0,0.2581483,0,,0.10389154,237.87125,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/31/2008,2008,213,2008,32,21.28,15.390001,100,74.10015,11,10.69,24.701313,616.65576,1,19.726349,0.12094901,,275.19272,,0,,0,14.661891,0.72939914,0.27060086,0,0,0.27060086,0,,0.12094901,275.19272,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,8/1/2008,2008,214,2008,33,24.33,15.11,97.67235,55.106045,5,7.8099995,28.394995,635.8873,1,20.341553,0.14203984,,329.6317,,0,,0,15.084343,0.7352097,0.26479027,0,0,0.26479027,0,,0.14203984,329.6317,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,8/2/2008,2008,215,2008,34,24.94,15.030001,95.54097,51.7064,5,2.71,29.072147,655.3588,1,20.964432,0.16643347,,395.75586,,0,,0.80070025,15.885043,0.73942965,0.26057035,0,0,0.26057035,0,,0.16643347,395.75586,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,8/3/2008,2008,216,2008,35,22.32,14.77,100,64.03715,24,17.83,26.647812,673.3928,1,21.541327,0.19191483,,460.48587,,0,,0.57461673,16.45966,0.70809054,0.29190943,0,0,0.29190943,0,,0.19191483,460.48587,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,8/4/2008,2008,217,2008,36,22.08,15.47,100,69.63301,11,8.51,25.57747,691.67737,1,22.126234,0.22068088,,532.92114,,0,,0.4996447,16.959305,0.70082825,0.29917175,0,0,0.29917175,0,,0.22068088,532.92114,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,8/5/2008,2008,218,2008,37,23.009998,15.229999,100,62.77914,9,4.06,26.900124,710.32355,1,22.722712,0.2530689,,622.01044,,0,,0.58864075,17.547945,0.70011973,0.2998803,0,0,0.2998803,0,,0.2530689,622.01044,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,8/6/2008,2008,219,2008,38,21.67,15.300001,100,71.075714,11,10.72,25.292,728.291,1,23.297478,0.2871126,,713.5829,,0,,0.69991356,18.247858,0.68978083,0.3102192,0,0,0.3102192,0,,0.2871126,713.5829,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,8/7/2008,2008,220,2008,39,20.530003,14.910001,100,75.68077,13,7.1399994,24.36308,745.3687,1,23.84378,0.32187963,,807.5764,,0,,0,18.736109,0.6695218,0.3304782,0,0,0.3304782,0,,0.32187963,807.5764,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,8/8/2008,2008,221,2008,40,23.28,14.36,98.938545,56.652134,7,9,28.094059,763.7014,1,24.43023,0.36152044,,938.2589,,0,,0,19.206459,0.6693536,0.32699618,0.00365021,0,0.3306464,0.00365021,,0.36152044,938.2589,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,8/9/2008,2008,222,2008,41,22.92,15.11,100,62.606915,7,11.63,26.929436,782.2394,1,25.023243,0.4036161,,1079.6757,,0,,0.6243649,19.830824,0.667247,0.32094613,0.011806884,0,0.332753,0.011806884,,0.40154162,1078.9489,0,,0.0051397085,0,0.0036501884,0.091255255
39.2489257812503_12.7061385542056,Generic,8/10/2008,2008,223,2008,42,21.13,14.550001,100,69.62623,11,6.2299995,25.537521,799.4614,1,25.574165,0.44405282,,1216.7455,,0,,0.55461794,20.385443,0.6449486,0.3371235,0.017927883,0,0.3550514,0.017927883,,0.43668288,1213.7438,0,,0.016596973,0,0.011806905,0.2951721
39.2489257812503_12.7061385542056,Generic,8/11/2008,2008,224,2008,43,20.84,14.02,100,68.04893,9,7.28,25.816158,816.18335,1,26.109085,0.48404276,,1363.4028,,0,,0,20.874027,0.6315814,0.34126392,0.027154624,0,0.36841854,0.027154624,,0.4718597,1356.71,0,,0.025169432,0,0.017927885,0.44819707
39.2489257812503_12.7061385542056,Generic,8/12/2008,2008,225,2008,44,22.84,14.470001,100,59.520634,7,9.36,27.518578,834.33813,1,26.689842,0.5276751,,1548.4261,,0,,0,21.325762,0.6231541,0.34604847,0.030797418,0,0.3768459,0.030797418,,0.5075969,1534.6931,0,,0.038050234,0,0.027154624,0.6788656
39.2489257812503_12.7061385542056,Generic,8/13/2008,2008,226,2008,45,23.44,15.58,100,62.33086,7,10.81,26.973124,853.37134,1,27.2987,0.5729577,,1754.8732,,0,,0.5699134,21.895676,0.619748,0.34669456,0.033557452,0,0.380252,0.033557452,,0.5482507,1732.2378,0,,0.043121934,0,0.030797422,0.7699354
39.2489257812503_12.7061385542056,Generic,8/14/2008,2008,227,2008,46,21.57,15.78,100,74.82329,11,10.37,24.564335,871.54785,1,27.880154,0.61510026,,1947.628,,0,,0.5187267,22.414402,0.5979643,0.36468554,0.037350178,0,0.4020357,0.037350178,,0.5862155,1915.9409,0,,0.04695946,0,0.033557475,0.8389363
39.2489257812503_12.7061385542056,Generic,8/15/2008,2008,228,2008,47,21.76,15.04,100,68.90218,9,6,25.686382,889.42017,1,28.451876,0.6549227,,2158.6448,,0,,0.5200806,22.934483,0.5857682,0.3710248,0.043207027,0,0.4142318,0.043207027,,0.6207191,2115.937,0,,0.05222547,0,0.037350178,0.93375444
39.2489257812503_12.7061385542056,Generic,8/16/2008,2008,229,2008,48,22.469997,14.7699995,100,63.195465,9,6.8999996,26.786331,907.5367,1,29.03141,0.69318354,,2394.7358,,0,,0.47255808,23.407042,0.5713244,0.37842828,0.050247315,0,0.4286756,0.050247315,,0.6513563,2337.7822,0,,0.06034082,0,0.04320705,1.0801756
39.2489257812503_12.7061385542056,Generic,8/17/2008,2008,230,2008,49,23.01,15.960001,100,67.01208,9,4.05,26.05692,926.5458,1,29.639498,0.7306511,,2648.7383,,0,,0.47602025,23.883062,0.55898494,0.38566077,0.05535431,0,0.44101506,0.05535431,,0.6794551,2573.987,0,,0.070069015,0,0.05024731,1.2561829
39.2489257812503_12.7061385542056,Generic,8/18/2008,2008,231,2008,50,22.99,15.88,100,66.65487,9,2.98,26.119225,945.5064,1,30.24603,0.76500994,,2914.641,,0,,0,24.320978,0.5459464,0.39262825,0.061425313,0,0.45405358,0.061425313,,0.706022,2819.3867,0,,0.07710737,0,0.055354297,1.3838577
39.2489257812503_12.7061385542056,Generic,8/19/2008,2008,232,2008,51,24.12,15.83,100,59.932594,7,1.15,27.398525,964.96906,1,30.86863,0.79699093,,3212.9224,,0,,0.7217766,25.042755,0.53356314,0.3895773,0.07685954,0,0.46643683,0.07685954,,0.7288848,3092.1785,0,,0.08545411,0,0.06142533,1.5356328
39.2489257812503_12.7061385542056,Generic,8/20/2008,2008,233,2008,52,20.56,15.890001,100,82.359604,15,3.2600002,23.052778,982.64246,1,31.433987,0.8231193,,3448.2915,,0,,0,25.535534,0.48085356,0.42936963,0.0897768,0,0.51914644,0.0897768,,0.73539585,3302.4634,0,,0.10657436,0,0.076859534,1.9214885
39.2489257812503_12.7061385542056,Generic,8/21/2008,2008,234,2008,53,22.41,14.41,100,61.501617,7,3.27,27.075836,1000.526,1,32.006065,0.84679484,,3736.069,,0,,0,25.958128,0.45885915,0.43881774,0.1023231,0,0.54114085,0.1023231,,0.74167395,3554.5164,0,,0.124139786,0,0.089776814,2.24442
39.2489257812503_12.7061385542056,Generic,8/22/2008,2008,235,2008,54,24.130001,16.230001,100,62.056046,7,4.59,26.959997,1020.1663,1,32.634346,0.86973715,,4059.2905,,0,,0.4733119,26.43144,0.44113243,0.4396358,0.119231775,0,0.5588676,0.119231775,,0.7470143,3832.1301,0,,0.14110339,0,0.102323115,2.5580776
39.2489257812503_12.7061385542056,Generic,8/23/2008,2008,236,2008,55,23.47,15.81,100,63.45467,9,4.85,26.691063,1039.3232,1,33.24716,0.88923424,,4378.407,,0,,0.47212645,26.903566,0.4152887,0.44165197,0.14305934,0,0.5847113,0.14305934,,0.74356693,4098.9717,0,,0.1638121,0,0.11923176,2.9807944
39.2489257812503_12.7061385542056,Generic,8/24/2008,2008,237,2008,56,22.75,16.04,100,69.06645,9,4.29,25.612421,1058.2448,1,33.852448,0.90593517,,4686.547,,0,,0.50789475,27.41146,0.38161778,0.4724272,0.14595506,0,0.6183822,0.14595506,,0.7288148,4346.8667,0,,0.1955111,0,0.14305937,3.5764835
39.2489257812503_12.7061385542056,Generic,8/25/2008,2008,238,2008,57,22.54,15.14,100,64.92891,9,7.5,26.384968,1076.5988,1,34.439575,0.9199424,,4999.2207,,0,,0,27.879387,0.3665365,0.4711751,0.16228837,0,0.6334635,0.16228837,,0.7365619,4597.2124,0,,0.19933909,0,0.14595509,3.6488764
39.2489257812503_12.7061385542056,Generic,8/26/2008,2008,239,2008,58,23.29,15.110001,100,60.567986,7,5.63,27.215052,1095.3262,1,35.038654,0.9322476,,5332.6953,,0,,0,28.322212,0.3385548,0.47749949,0.18394573,0,0.6614452,0.18394573,,0.72637826,4857.0454,0,,0.22083116,0,0.16228837,4.057209
39.2489257812503_12.7061385542056,Generic,8/27/2008,2008,240,2008,59,23.84,15.75,100,61.040264,7,3.4,27.107578,1114.6268,1,35.656067,0.9430758,,5678.996,,0,,0.51871127,28.840923,0.30486935,0.47619903,0.21893163,0,0.69513065,0.21893163,,0.7081885,5117.0947,0,,0.24906516,0,0.18394572,4.5986433
39.2489257812503_12.7061385542056,Generic,8/28/2008,2008,241,2008,60,21.96,14.98,100,67.349205,9,1.12,25.878334,1132.5775,1,36.230297,0.9516682,,5989.2715,,0,,0,29.314283,0.24966037,0.4915887,0.25875095,0,0.7503396,0.25875095,,0.67185014,5336.14,0,,0.294029,0,0.21893162,5.473291
39.2489257812503_12.7061385542056,Generic,8/29/2008,2008,242,2008,61,23.61,14.849999,99.21665,57.481796,7,3.38,27.773468,1151.3352,1,36.830338,0.95932406,,6340.038,,0,,0,29.737894,0.18552971,0.5104151,0.30405524,0,0.8144703,0.30405524,,0.62911534,5566.1694,0,,0.3442098,0,0.25875092,6.468774
39.2489257812503_12.7061385542056,Generic,8/30/2008,2008,243,2008,62,24.099998,16.21,100,62.115063,7,0.85,26.85316,1170.9542,1,37.457935,0.96608335,,6697.2544,,0,,0.37124237,30.109137,0.10731161,0.56270057,0.32998785,0,0.8926884,0.32998785,,0.5796753,5780.509,0,,0.3999738,0,0.3040552,7.6013813
39.2489257812503_12.7061385542056,Generic,8/31/2008,2008,244,2008,63,24.57,17.66,100,67.656364,9,4.39,25.757378,1191.3077,1,38.10903,0.97194576,,7054.878,,0,,0,30.522429,0.06392276,0.5589589,0.37711835,0,0.93607724,0.37711835,,0.5528064,5983.9116,0,,0.43123746,0,0.32998788,8.249697
39.2489257812503_12.7061385542056,Generic,9/1/2008,2008,245,2008,64,24.93,16.3,98.77247,58.01879,7,4.9,27.592659,1211.3003,1,38.748577,0.97674054,,7433.045,,0,,0.62843233,31.150862,0,0.56509167,0.47016293,0,1,0.47016293,,0.50127214,6177.99,0,,0.4867909,0,0.37711835,9.4279585
39.2489257812503_12.7061385542056,Generic,9/2/2008,2008,246,2008,65,21.75,17.28,100,84.07683,17,5.92,22.648525,1230.3383,1,39.357586,0.9805577,,7729.786,,0,,0.5964326,31.747293,0,0.56509167,0.47016293,0,1,0.47016293,,0.40064412,6299.2354,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/3/2008,2008,247,2008,66,21.64,16.470001,100,79.05359,13,5.67,23.588451,1248.9176,1,39.951927,0.9836881,,8032.36,,0,,1,32.74729,0,0.56509167,0.47016293,0,1,0.47016293,,0.40192324,6422.8633,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/4/2008,2008,248,2008,67,18.84,15.68,100,93.22605,24,8.79,20.611706,1265.4266,1,40.480038,0.9860503,,8267.853,,0,,0.6340339,33.381325,0,0.56509167,0.47016293,0,1,0.47016293,,0.40288836,6519.0825,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/5/2008,2008,249,2008,68,20.67,14.460001,100,71.83264,11,2.97,24.858759,1282.3153,1,41.020294,0.9881174,,8559.01,,0,,0,33.888866,0,0.56509167,0.47016293,0,1,0.47016293,,0.40373296,6638.046,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/6/2008,2008,250,2008,69,22.18,13.78,100,59.278606,7,2.17,27.260345,1299.7036,1,41.57653,0.9899295,,8888.344,,0,,0.59284765,34.481712,0,0.56509167,0.47016293,0,1,0.47016293,,0.40447336,6772.608,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/7/2008,2008,251,2008,70,21.32,15.34,100,73.51759,11,1.2,24.544914,1317.4968,1,42.14572,0.9915004,,9192.259,,0,,0.71424013,35.195953,0,0.56509167,0.47016293,0,1,0.47016293,,0.4051152,6896.784,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/8/2008,2008,252,2008,71,20.8,15.87,100,80.560974,15,2.26,23.189016,1335.2958,1,42.7151,0.99282855,,9479.861,,0,,0.52269065,35.718643,0,0.56509167,0.47016293,0,1,0.47016293,,0.4056579,7014.2954,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/9/2008,2008,253,2008,72,22.07,14.82,100,65.75341,9,3.4499998,25.972166,1353.2186,1,43.288437,0.9939575,,9804.593,,0,,0.46907938,36.18772,0,0.56509167,0.47016293,0,1,0.47016293,,0.40611917,7146.977,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/10/2008,2008,254,2008,73,23.36,15.950001,100,64.8905,9,1.46,26.124535,1372.3895,1,43.9017,0.99497014,,10154.333,,0,,0.51041,36.69813,0,0.56509167,0.47016293,0,1,0.47016293,,0.40653288,7289.8765,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/11/2008,2008,255,2008,74,22.670002,16.590002,100,73.02958,11,0.37,24.584457,1391.537,1,44.514214,0.99581283,,10483.33,,0,,0,37.153763,0,0.56509167,0.47016293,0,1,0.47016293,,0.40687722,7424.301,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/12/2008,2008,256,2008,75,23.43,15.470001,100,61.775215,7,1.17,26.66222,1410.5122,1,45.121212,0.996509,,10837.17,,0,,0,37.583183,0,0.56509167,0.47016293,0,1,0.47016293,,0.40716165,7568.8755,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/13/2008,2008,257,2008,76,24.23,14.880001,97.399765,54.47019,5,0.40000004,28.030052,1429.5885,1,45.731453,0.9970927,,11211.364,,0,,0,38.008484,0,0.56509167,0.47016293,0,1,0.47016293,,0.4074002,7721.7666,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/14/2008,2008,258,2008,77,24.26,15.04,97.71284,55.11193,5,1.56,27.875103,1448.7548,1,46.344566,0.9975811,,11585.428,,0,,0,38.407185,0,0.56509167,0.47016293,0,1,0.47016293,,0.40759975,7874.6045,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/15/2008,2008,259,2008,78,24.48,16.73,100,62.836082,7,0.19,26.360744,1468.7396,1,46.983864,0.9980033,,11954.434,,0,,0,38.81339,0,0.56509167,0.47016293,0,1,0.47016293,,0.40777224,8025.376,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/16/2008,2008,260,2008,79,25.129997,16.43,98.44541,57.61649,7,0.64,27.304462,1488.8566,1,47.62739,0.9983542,,12339.3125,,0,,0,39.24255,0,0.56509167,0.47016293,0,1,0.47016293,,0.4079156,8182.633,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/17/2008,2008,261,2008,80,24.07,16.07,100,61.511986,7,0.77,26.564064,1508.4025,1,48.25265,0.9986358,,12703.229,,0,,0,39.72671,0,0.56509167,0.47016293,0,1,0.47016293,,0.4080307,8331.324,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/18/2008,2008,262,2008,81,23.060001,14.590001,100,58.99852,7,2.25,27.012352,1526.7405,1,48.839268,0.9988563,,13050.494,,0,,0,40.238117,0,0.56509167,0.47016293,0,1,0.47016293,,0.40812075,8473.213,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/19/2008,2008,263,2008,82,22.54,13.400001,98.57676,55.46478,7,2.35,27.638988,1544.1171,1,49.395134,0.99903214,,13387.244,,0,,0,40.720352,0,0.56509167,0.47016293,0,1,0.47016293,,0.40819257,8610.805,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/20/2008,2008,264,2008,83,22.8,14.720001,100,61.097015,7,1.76,26.552433,1562.3855,1,49.979527,0.999188,,13727.414,,0,,0,41.145763,0,0.56509167,0.47016293,0,1,0.47016293,,0.4082563,8749.794,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/21/2008,2008,265,2008,84,24.52,16.08,99.53789,59.08343,7,0.44,26.883423,1582.1265,1,50.611027,0.9993284,,14099.637,,0,,0,41.570972,0,0.56509167,0.47016293,0,1,0.47016293,,0.40831363,8901.88,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/22/2008,2008,266,2008,85,24.29,16.13,100,60.613037,7,0.15,26.56705,1601.7922,1,51.240116,0.99944407,,14466.121,,0,,0,42.03194,0,0.56509167,0.47016293,0,1,0.47016293,,0.4083609,9051.621,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/23/2008,2008,267,2008,86,23.970001,15.180001,98.96665,57.312862,7,0.3,27.158665,1620.8876,1,51.850964,0.99953735,,14829.935,,0,,0.6063727,42.638313,0,0.56509167,0.47016293,0,1,0.47016293,,0.40839905,9200.2705,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/24/2008,2008,268,2008,87,20.92,15.15,100,74.80092,11,0.65,23.872156,1638.3406,1,52.409275,0.9996088,,15122.238,,0,,0,43.152782,0,0.56509167,0.47016293,0,1,0.47016293,,0.4084282,9319.702,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/25/2008,2008,269,2008,88,21.61,13.55,100,61.02214,7,0.55,26.359463,1655.2477,1,52.95012,0.9996675,,15434.922,,0,,0,43.64462,0,0.56509167,0.47016293,0,1,0.47016293,,0.4084522,9447.461,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/26/2008,2008,270,2008,89,22.94,14.31,99.798355,58.143215,7,0.06,26.890053,1673.3696,1,53.529823,0.99972075,,15776.838,,0,,0,44.094936,0,0.56509167,0.47016293,0,1,0.47016293,,0.40847397,9587.164,0,,0.59141195,0,0.47016293,11.754073
39.2489257812503_12.7061385542056,Generic,9/27/2008,2008,271,2008,90,23.529999,14.069999,97.45804,53.94612,5,0.06,27.643078,1691.681,1,54.115593,0.9997658,,16132.018,,0,,0,44.54253,0,0.56509167,0.47016293,0,1,0.47016293,,0.4084924,9732.286,0,,0.59141195,0,0.47016293,11.754073
